y_over_L,u_over_U,x_over_L,v_over_U
0.0,0.0,0.0,0.0
0.049999999999999996,-0.030207363162894872,0.049999999999999996,0.05986923737317334
0.09999999999999999,-0.055216895580282456,0.09999999999999999,0.10049244670286482
0.15,-0.07677563118624986,0.15,0.12541548230609903
0.19999999999999998,-0.09639241819657378,0.19999999999999998,0.1381165040681021
0.25,-0.1146135539854861,0.25,0.14135774223488326
0.3,-0.1312821480364608,0.3,0.13689475224273587
0.35000000000000003,-0.14549934542557572,0.35000000000000003,0.12555976547886577
0.39999999999999997,-0.1556792551574329,0.39999999999999997,0.10751037122213489
0.44999999999999996,-0.15973897666349063,0.44999999999999996,0.08253871126128
0.5,-0.15544785287080942,0.5,0.05039807208096998
0.5499999999999999,-0.14089539045065105,0.5499999999999999,0.011168437363307212
0.6,-0.11488610753312509,0.6,-0.034291101461730235
0.65,-0.07698815548177337,0.65,-0.08374789688268539
0.7000000000000001,-0.026921838466247974,0.7000000000000001,-0.1329027484182239
0.7499999999999999,0.03705920619023544,0.7499999999999999,-0.17484240090338596
0.7999999999999999,0.12099965959404796,0.7999999999999999,-0.20015663583857077
0.85,0.2388085212476743,0.85,-0.19853990683132922
0.8999999999999999,0.41387333299265217,0.8999999999999999,-0.16236755019861887
0.95,0.6692622764051899,0.95,-0.09275004849918639
1.0,1.0000000000197051,1.0,0.0
