y_over_L,u_over_U,x_over_L,v_over_U
0.0,0.0,0.0,0.0
0.012499999999999999,-0.008875055788302348,0.012499999999999999,0.02089040114659893
0.024999999999999998,-0.017275719526498277,0.024999999999999998,0.04005850564737535
0.0375,-0.02526244078910776,0.0375,0.05755272138475452
0.049999999999999996,-0.03289050329367775,0.049999999999999996,0.07343255997654374
0.0625,-0.04020962810699373,0.0625,0.08776591866883247
0.075,-0.04726466774903633,0.075,0.10062695431544913
0.08750000000000001,-0.05409604245117413,0.08750000000000001,0.11209406687507398
0.09999999999999999,-0.060740061852771685,0.09999999999999999,0.12224803924698917
0.11249999999999999,-0.06722916700509042,0.11249999999999999,0.1311703495820702
0.125,-0.073592104277477,0.125,0.13894166662898033
0.13749999999999998,-0.07985403849795393,0.13749999999999998,0.14564053661144405
0.15,-0.0860366117594676,0.15,0.15134226712098647
0.1625,-0.09215795413360267,0.1625,0.15611800952284124
0.17500000000000002,-0.09823265260728858,0.17500000000000002,0.16003403694997023
0.18749999999999997,-0.10427168480756772,0.18749999999999997,0.1631512105843321
0.19999999999999998,-0.11028232447385083,0.19999999999999998,0.16552462295165557
0.2125,-0.11626802615084245,0.2125,0.16720340362695535
0.22499999999999998,-0.1222282971795163,0.22499999999999998,0.16823067020847304
0.2375,-0.12815856572362008,0.2375,0.1686436057348805
0.25,-0.13405005424438446,0.25,0.168473642897862
0.26249999999999996,-0.13988966847884166,0.26249999999999996,0.1677467353920141
0.27499999999999997,-0.14565991252438637,0.27499999999999997,0.16648369746002686
0.2875,-0.15133884088686925,0.2875,0.16470059401973372
0.3,-0.15690005670619855,0.3,0.16240916557098967
0.3125,-0.16231277305028918,0.3125,0.15961727423839225
0.325,-0.1675419423264799,0.325,0.15632935967706382
0.3375,-0.17254846387485773,0.3375,0.15254689602939958
0.35000000000000003,-0.17728947941574028,0.35000000000000003,0.1482688435625042
0.36249999999999993,-0.18171876138499346,0.36249999999999993,0.1434920909497389
0.37499999999999994,-0.18578719564818053,0.37499999999999994,0.1382118863171979
0.38749999999999996,-0.18944337046899418,0.38749999999999996,0.13242225711028494
0.39999999999999997,-0.19263425452563596,0.39999999999999997,0.12611642052052668
0.4125,-0.1953059611143432,0.4125,0.11928718764021012
0.425,-0.19740458882136672,0.425,0.11192736568922461
0.4375,-0.19887712301128294,0.4375,0.10403016360260989
0.44999999999999996,-0.1996723834247859,0.44999999999999996,0.09558960700331141
0.46249999999999997,-0.19974198185064837,0.46249999999999997,0.08660096913874049
0.475,-0.19904126873909178,0.475,0.07706122475450233
0.4875,-0.19753023900382077,0.4875,0.06696953412736878
0.5,-0.19517436670576793,0.5,0.05632776457993007
0.5125,-0.1919453311965438,0.5125,0.04514105672479972
0.5249999999999999,-0.1878216048166419,0.5249999999999999,0.033418442370766736
0.5375,-0.18278887278140785,0.5375,0.0211735203290441
0.5499999999999999,-0.17684025799450906,0.5499999999999999,0.008425195110586464
0.5625,-0.1699763265796139,0.5625,-0.004801517959392212
0.575,-0.16220485510621788,0.575,-0.01847462789828984
0.5875,-0.15354034463105914,0.5875,-0.0325542155233193
0.6,-0.14400327023068332,0.6,-0.046991418634961236
0.6124999999999999,-0.13361905742559543,0.6124999999999999,-0.06172738764415496
0.625,-0.12241677807370764,0.625,-0.07669221096474706
0.6375,-0.11042755754271093,0.6375,-0.09180384540591753
0.65,-0.09768268203688,0.65,-0.10696709600466112
0.6625,-0.08421138983752902,0.6625,-0.12207270399916219
0.675,-0.0700383232599436,0.675,-0.13699661793143003
0.6875,-0.05518061028930816,0.6875,-0.15159954001943576
0.7000000000000001,-0.039644537655495,0.7000000000000001,-0.16572685656667668
0.7125,-0.023421772921005272,0.7125,-0.1792090752858871
0.7249999999999999,-0.006485095326499937,0.7249999999999999,-0.1918629013671977
0.7374999999999999,0.011216391647852606,0.7374999999999999,-0.2034930847192036
0.7499999999999999,0.029762561009565043,0.7499999999999999,-0.2138951595178508
0.7625,0.049268022997377085,0.7625,-0.2228591705526804
0.7749999999999999,0.06988820214950256,0.7749999999999999,-0.2301744360842607
0.7875,0.09182545490704604,0.7875,-0.23563533268926484
0.7999999999999999,0.11533478384762441,0.7999999999999999,-0.23904800481918084
0.8125,0.14072847650951273,0.8125,-0.2402378045071686
0.825,0.16837872268740559,0.825,-0.23905716226677257
0.8375,0.198716955970019,0.8375,-0.23539348957123385
0.85,0.23222835320476326,0.85,-0.22917662983019244
0.8625,0.2694396605857378,0.8625,-0.22038532299177016
0.875,0.3108983735298159,0.875,-0.20905214211156653
0.8875,0.35714138278228064,0.8875,-0.19526640798645245
0.8999999999999999,0.4086516386693014,0.8999999999999999,-0.17917469354949567
0.9125,0.46580232041431513,0.9125,-0.16097868849994576
0.9249999999999999,0.5287895634834903,0.9249999999999999,-0.14093039358086787
0.9375,0.5975570936658758,0.9375,-0.11932483308119046
0.95,0.6717191613499266,0.95,-0.09649069085222602
0.9625,0.7504918496749622,0.9625,-0.07277947601706873
0.975,0.8326468148717334,0.975,-0.04855405679280169
0.9875,0.9165051376833901,0.9875,-0.02417794041809448
1.0,1.0000000001022877,1.0,0.0
