y_over_L,u_over_U,x_over_L,v_over_U
0.0,0.0,0.0,0.0
0.0062499999999999995,-0.004756906450917943,0.0062499999999999995,0.011753683673283716
0.01875,-0.013742555694069304,0.01875,0.03333465386627343
0.03125,-0.02227423953290237,0.03125,0.053039059597932564
0.043750000000000004,-0.030414643847733715,0.043750000000000004,0.07092942386940049
0.056249999999999994,-0.03821803689995056,0.056249999999999994,0.08707873256260426
0.06874999999999999,-0.04573376355889761,0.06874999999999999,0.10156873225282038
0.08125,-0.05300653623508568,0.08125,0.11448729620941171
0.09374999999999999,-0.06007659559973604,0.09374999999999999,0.125925994791627
0.10625,-0.06698000866522366,0.10625,0.135977971949848
0.11875,-0.07374889265855893,0.11875,0.1447360538912199
0.13124999999999998,-0.08041155351399415,0.13124999999999998,0.1522910913418034
0.14375,-0.08699256170192851,0.14375,0.15873054718316051
0.15625,-0.09351277353557018,0.15625,0.1641373316688874
0.16875,-0.09998930368041883,0.16875,0.16858888133478728
0.18124999999999997,-0.10643545584771692,0.18124999999999997,0.1721564727577138
0.19374999999999998,-0.11286061922163755,0.19374999999999998,0.17490475736941521
0.20625,-0.11927013863454977,0.20625,0.17689149925473013
0.21875,-0.12566516714971215,0.21875,0.17816749453578462
0.23124999999999998,-0.13204251043762744,0.23124999999999998,0.17877664868600507
0.24375,-0.13839447312569736,0.24375,0.17875618696567272
0.25625,-0.14470871804359633,0.25625,0.17813697303719936
0.26875,-0.1509681498264475,0.26875,0.17694391165297033
0.28125,-0.15715083538084706,0.28125,0.17519641294155555
0.29375,-0.1632299731691466,0.29375,0.172908898051509
0.30624999999999997,-0.16917392410406332,0.30624999999999997,0.17009132864220494
0.31875,-0.17494631605088695,0.31875,0.16674974566164447
0.33125,-0.18050623320004444,0.33125,0.16288680596010974
0.34375,-0.18580850021888257,0.34375,0.1585023083441683
0.35625,-0.19080406896325097,0.35625,0.1535937035836594
0.36874999999999997,-0.19544051359155076,0.36874999999999997,0.148156585577646
0.38125,-0.19966263555524352,0.38125,0.1421851632223858
0.39375,-0.20341317729978015,0.39375,0.13567271457142163
0.40625,-0.20663363847848942,0.40625,0.12861202656616094
0.41875,-0.2092651839453705,0.41875,0.12099582495975024
0.43125,-0.21124962780765633,0.43125,0.11281720014784571
0.44375,-0.2125304728473944,0.44375,0.10407003540471764
0.45625,-0.21305397988387662,0.45625,0.09474944463056337
0.46875,-0.21277023745947052,0.46875,0.08485222711190968
0.48125,-0.21163419884590065,0.48125,0.07437734707793087
0.49375,-0.2096066510872705,0.49375,0.06332644596028592
0.50625,-0.206655079777574,0.50625,0.05170439528067134
0.51875,-0.20275439371991982,0.51875,0.03951989792544584
0.53125,-0.1978874754738794,0.53125,0.026786145177106414
0.54375,-0.19204552717988552,0.54375,0.013521536136542443
0.55625,-0.18522818539635133,0.55625,-0.0002495351134220578
0.56875,-0.17744338397422194,0.56875,-0.014495821222102434
0.58125,-0.1687069494979845,0.58125,-0.029178290643426367
0.59375,-0.15904191910771656,0.59375,-0.04424912940640251
0.60625,-0.14847757480868176,0.60625,-0.05965068256181811
0.6187499999999999,-0.13704819110172425,0.6187499999999999,-0.07531435279929673
0.63125,-0.12479149335621507,0.63125,-0.09115948201361945
0.6437499999999999,-0.11174682226985724,0.6437499999999999,-0.10709225367287237
0.65625,-0.09795299483841345,0.65625,-0.12300466821714942
0.66875,-0.08344584459175028,0.66875,-0.13877366027268062
0.68125,-0.0682554140012883,0.68125,-0.15426044474439982
0.69375,-0.05240276114841673,0.69375,-0.16931019782942933
0.70625,-0.0358963329817732,0.70625,-0.1837521970232477
0.71875,-0.018727851861004962,0.71875,-0.19740055896066103
0.73125,-0.0008676648458970203,0.73125,-0.21005572235111986
0.7437499999999999,0.017740477844157516,0.7437499999999999,-0.22150682152783077
0.75625,0.03718520782852796,0.75625,-0.23153508009804413
0.7687499999999999,0.05759381512941192,0.7687499999999999,-0.23991831970395214
0.78125,0.07913882762559163,0.78125,-0.24643662252305001
0.79375,0.1020445497585517,0.79375,-0.2508791063696274
0.80625,0.12659299817659536,0.80625,-0.2530516691761384
0.81875,0.15312839694569616,0.81875,-0.25278544055148944
0.83125,0.18205906981276368,0.83125,-0.24994555189231352
0.84375,0.21385521502386265,0.84375,-0.2444397178796071
0.8562500000000001,0.24904071352053792,0.8562500000000001,-0.23622602962487918
0.86875,0.2881768731559929,0.86875,-0.22531931309529232
0.8812499999999999,0.3318359472367468,0.8812499999999999,-0.21179542374006444
0.8937499999999999,0.3805625088244512,0.8937499999999999,-0.1957929408763939
0.9062499999999999,0.4348214574412599,0.9062499999999999,-0.17751189267074946
0.91875,0.494932732837778,0.91875,-0.1572093699353798
0.9312499999999999,0.5609948157894421,0.9312499999999999,-0.13519217103244896
0.94375,0.6328018383159157,0.94375,-0.11180696050177773
0.9562499999999999,0.709762933725104,0.9562499999999999,-0.08742849950875883
0.96875,0.790837842562077,0.96875,-0.062445786693874863
0.98125,0.8745046863692174,0.98125,-0.037248262560847664
0.99375,0.9587650566084239,0.99375,-0.012226738702542346
1.0,1.0,1.0,0.0
