t_s,current_A,voltage_V,cell_heat_W,soc,cell_temperature_K,coolant_inlet_K,coolant_outlet_K,module_heat_removed_W
0.0,0.0,4.042080001281205,0.0,0.8,310.90735878579187,310.90735900023844,310.90735900047946,4.096014890819788e-08
3.6000000536590817,0.0,4.042080001281205,0.0,0.8,310.90735878579187,310.90735900023844,310.90735900047946,4.096014890819788e-08
7.200000107318163,0.0,4.042080001281205,0.0,0.8,310.90735878579187,310.90735900023844,310.90735900047946,4.096014890819788e-08
14.400000214636327,0.0,4.042080001281205,0.0,0.8,310.90735878579187,310.90735900023844,310.90735900047946,4.096014890819788e-08
28.800000429272654,0.0,4.042080001281205,0.0,0.8,310.90735878579187,310.90735900023844,310.90735900047946,4.096014890819788e-08
57.60000085854531,0.0,4.042080001281208,0.0,0.8,310.90735878579187,310.90735900023844,310.90735900047946,4.096014890819788e-08
115.20000171709061,0.0,4.042080001281208,0.0,0.8,310.90735878579187,310.90735900023844,310.90735900047946,4.096014890819788e-08
230.40000343418123,0.0,4.042080001281208,0.0,0.8,310.90735878579187,310.90735900023844,310.90735900047946,4.096014890819788e-08
360.0,0.0,4.04208000128121,0.0,0.8,310.90735878579187,310.90735900023844,310.90735900047946,4.096014890819788e-08
363.24000005365906,0.0,4.04208000128121,0.0,0.8,310.90735878579187,310.90735900023844,310.90735900047946,4.096014890819788e-08
366.4800001073181,0.0,4.042080001281207,0.0,0.8,310.90735878579187,310.90735900023844,310.90735900047946,4.096014890819788e-08
372.9600002146363,0.0,4.042080001281207,0.0,0.8,310.90735878579187,310.90735900023844,310.90735900047946,4.096014890819788e-08
385.92000042927265,0.0,4.042080001281207,0.0,0.8,310.90735878579187,310.90735900023844,310.90735900047946,4.096014890819788e-08
411.8400008585453,0.0,4.042080001281207,0.0,0.8,310.90735878579187,310.90735900023844,310.90735900047946,4.096014890819788e-08
463.6800017170906,0.0,4.042080001281207,0.0,0.8,310.90735878579187,310.90735900023844,310.90735900047946,4.096014890819788e-08
567.3600034341812,0.0,4.042080001281207,0.0,0.8,310.90735878579187,310.90735900023844,310.90735900047946,4.096014890819788e-08
720.0,0.0,4.042080001281207,0.0,0.8,310.90735878579187,310.90735900023844,310.90735900047946,4.096014890819788e-08
722.880000053659,0.0,4.042080001281207,0.0,0.8,310.90735878579187,310.90735900023844,310.90735900047946,4.096014890819788e-08
725.7600001073181,0.0,4.042080001281207,0.0,0.8,310.90735878579187,310.90735900023844,310.90735900047946,4.096014890819788e-08
731.5200002146363,0.0,4.042080001281207,0.0,0.8,310.90735878579187,310.90735900023844,310.90735900047946,4.096014890819788e-08
743.0400004292726,0.0,4.042080001281207,0.0,0.8,310.90735878579187,310.90735900023844,310.90735900047946,4.096014890819788e-08
766.0800008585452,0.0,4.042080001281207,0.0,0.8,310.90735878579187,310.90735900023844,310.90735900047946,4.096014890819788e-08
812.1600017170905,0.0,4.042080001281207,0.0,0.8,310.90735878579187,310.90735900023844,310.90735900047946,4.096014890819788e-08
904.3200034341811,0.0,4.04208000128121,0.0,0.8,310.90735878579187,310.90735900023844,310.90735900047946,4.096014890819788e-08
1080.0,0.0,4.042080001281212,0.0,0.8,310.90735878579187,310.90735900023844,310.90735900047946,4.096014890819788e-08
1082.520000053659,0.0,4.042080001281212,0.0,0.8,310.90735878579187,310.90735900023844,310.90735900047946,4.096014890819788e-08
1085.040000107318,0.0,4.042080001281212,0.0,0.8,310.90735878579187,310.90735900023844,310.90735900047946,4.096014890819788e-08
1090.0800002146361,0.0,4.042080001281212,0.0,0.8,310.90735878579187,310.90735900023844,310.90735900047946,4.096014890819788e-08
1100.1600004292725,0.0,4.042080001281212,0.0,0.8,310.90735878579187,310.90735900023844,310.90735900047946,4.096014890819788e-08
1120.3200008585452,0.0,4.042080001281212,0.0,0.8,310.90735878579187,310.90735900023844,310.90735900047946,4.096014890819788e-08
1160.6400017170904,0.0,4.042080001281212,0.0,0.8,310.90735878579187,310.90735900023844,310.90735900047946,4.096014890819788e-08
1241.280003434181,0.0,4.04208000128121,0.0,0.8,310.90735878579187,310.90735900023844,310.90735900047946,4.096014890819788e-08
1402.5600068683623,0.0,4.042080001281208,0.0,0.8,310.90735878579187,310.90735900023844,310.90735900047946,4.096014890819788e-08
1440.0,0.0,4.042080001281208,0.0,0.8,310.90735878579187,310.90735900023844,310.90735900047946,4.096014890819788e-08
1442.1600000536591,0.0,4.042080001281208,0.0,0.8,310.90735878579187,310.90735900023844,310.90735900047946,4.096014890819788e-08
